scope,addr,name,signature,type,comment,evidence,basis
OverClockSmiHandler,0x00005530,call_protocol_table_three_times,,protocol,"Makes three calls to the function at offset 0xD0 of the interface pointer stored at 0x6118, each with a 16-byte structure in RCX, a zero in RDX and an output pointer in R8: the structures at 0x6080, 0x6020 and 0x6010, with outputs to a stack slot, to 0x6258 and to 0x6260 respectively. Between the first and the second it loads the byte at 0x60A0 and calls the first entry of the interface the first call returned, with 0x1B80 in RDX, that byte in R8 and two stack pointers. It returns the status of the last of the three calls. Neither the 16-byte structures nor the interface at 0x6118 is identified in this listing.",bios/ghidra/listings/OverClockSmiHandler/00005530.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x000055E0,fetch_cpu_setup_var_then_locate,,setup-var,"Reserves a 0x318-byte frame, sets the size word at [RSP+0x38] to 0x2BB and calls offset 0x48 of the interface pointer at 0x6110 with RCX = 0x60B8, RDX = 0x6000, R8 = address of [RSP+0x34], R9 = address of [RSP+0x38] and a fifth argument at [RSP+0x20] pointing to the buffer at [RSP+0x50]. If the call returns negative, or the byte at buffer offset 0x1B7, which is [RSP+0x207], is zero, it returns 0; otherwise it reads MSR 0x35 through 0x5790, stores bits 16 to 31 of the low dword into the word at 0x60FC, calls 0x5530 with its own two arguments and returns that call's result. The decompiled C labels 0x60B8 as u_CpuSetup_000060b8, but what offset 0x1B7 of the returned buffer means is not established by this listing.",bios/ghidra/listings/OverClockSmiHandler/000055E0.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005684,save_arg2_and_offset_60,,state,"Copies its second argument into the module global at 0x6100 and the qword at offset 0x60 of that same structure into 0x6108, then returns 0. 0x12E0 is the caller and passes the entry point's second argument; the structure's type is not shown here.",bios/ghidra/listings/OverClockSmiHandler/00005684.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
Setup,0x0000568C,check_object_supports_label,,protocol,"Returns 0 for a null first argument. On the first call it allocates 0x25 bytes into 0x292B8 and formats 0x4A characters into that buffer from 0x261E0 with 0x23650 as the substitution, then calls the method at +0x88 of the object at 0x292C0 with the string id 0x19FD, a 16-bit value of 0x19FE, and a count of 1. It returns 1 only when that call succeeds, the 16-bit word at the start of the 0x292B8 buffer is non-zero, 0x1D23C succeeds for the first argument, and the word at 0x292B8+0x48 is zero.",bios/ghidra/listings/Setup/0000568C.asm; bios/decompiled/Setup.c,hand-decoded
OverClockSmiHandler,0x0000569C,save_arg2_offset_58,,state,"Copies the qword at offset 0x58 of its second argument into the module global at 0x6110 and returns 0. 0x55E0 later calls through that global at offset 0x48, so it holds a pointer to something with a function table, but the structure it was taken from is not identified in this listing.",bios/ghidra/listings/OverClockSmiHandler/0000569C.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x000056AC,locate_iface_6060_then_get_child,,protocol,"Takes the interface pointer from offset 0x60 of its second argument, calls its function at offset 0x140 with RCX = 0x6060, RDX = 0 and R8 = a zeroed stack out-pointer, then calls the function at offset 0x8 of the interface that came back, passing that interface in RCX and the address 0x6118 in RDX. It returns 0. Neither the 16-byte structure at 0x6060 nor either protocol involved is identified from this listing.",bios/ghidra/listings/OverClockSmiHandler/000056AC.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OemServiceSmm,0x5718,append_setapctrl_help,,writer,"Sets the 32-bit field at [RCX+0x14] to 2, clears the pending-text buffer with the call at 0x19FC, then appends 17 fixed strings (0xC4F8, 0xC520, 0xC558, 0xC588, 0xC5A8, 0xC5C8, 0xC5E8, 0xC608, 0xC628, 0xC648, 0xC668, 0xBF48, 0xBFF0, 0xC098, 0xC140, 0xC1E8, 0xC680) with the string-append helper at 0x1530, the last one as a tail call. No address outside the output structure and that helper is touched.",bios/ghidra/listings/OemServiceSmm/00005718.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OverClockSmiHandler,0x00005720,read_cpuid1_eax_low_nibble,,reader,"Calls 0x10D0 with ECX = 1, i.e. CPUID leaf 1, through the same R11-relative out-pointer setup as 0x56EC, and returns the EAX result masked with 0xF, its low four bits.",bios/ghidra/listings/OverClockSmiHandler/00005720.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005754,match_cpuid1_signature,,logic,"Calls 0x5720 into EBX and 0x56EC into EAX, then returns 1 in AL only when the masked leaf 1 EAX equals 0xA0650 and the low nibble is 1, 4 or 5; otherwise it returns 0. The nibble test is 1, or an unsigned (EBX-4) that is not greater than 1, which is the same set. Only AL is written, so the upper 24 bits of the return are whatever 0x56EC left in EAX. Those two comparisons are the whole test; what they select is not shown by the listing.",bios/ghidra/listings/OverClockSmiHandler/00005754.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
Setup,0x00005784,merge_named_object_into_buffer,,protocol,"Clears 0x190 bytes at 0x29AD0, looks up the string id 0x19CA or 0x19C9 (chosen by bit 3 of the second argument) and then 0x19ED into 0x297B0 and 0x29940, and formats the name from the table at 0x25660 indexed by the third argument into 0x29AD0 before calling the method at +0x20 of the object at 0x292C0 with it. If that call leaves a zero byte, the result of 0x20F58 on the table at 0x256A0 is taken; otherwise, when 0x292C0 is set, 0x6518 is called and its handle is passed with a 0x78-byte option block holding the ids 0x19DB, 0x19DC and 0x19DD to the method at +0x68 of 0x292C0 for the id 0x19DA, and a result of 2 sends the handle and its size to 0x3DA8. A buffer of 0x28 or 0x54 bytes plus the source length is then allocated and zeroed, filled by 0x22E14 (or 0x22D6C when the option result equals 2 or 3) and appended to with 0x233D0. On success it formats 0x19EE from the merged buffer, re-sends the name, and calls 0x4618 with the buffer; failure formats 0x19EF, and both paths format 0x19F0, hand it to 0x292C0's method +0x20 and call 0x3868.",bios/ghidra/listings/Setup/00005784.asm; bios/decompiled/Setup.c,hand-decoded
OverClockSmiHandler,0x00005788,forward_to_00001130,,forwarder,"A single jmp to 0x1130, the context-restore routine, with RCX and RDX passed through unchanged. 0x13E0 is its caller in this module and supplies 0x6140 and -1.",bios/ghidra/listings/OverClockSmiHandler/00005788.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005790,read_msr,,reader,"Executes rdmsr on the index in ECX, shifts RDX left by 32 and ORs it into RAX, returning the 64-bit MSR value. The callers in this module pass 0x1A0, 0xCE and 0x35 to it; there is nothing else in the listing.",bios/ghidra/listings/OverClockSmiHandler/00005790.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x0000579C,empty_stub_return_zero,,unresolved,"The single instruction ret 0. 0x1000 calls it as its first action, before touching the context block, and nothing in this listing or at the call site says what it is for. Not decoded further.",bios/ghidra/listings/OverClockSmiHandler/0000579C.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x000057A0,locate_iface_6070_then_query,,protocol,"Calls offset 0x140 of the interface pointer at 0x6108 with RCX = 0x6070, RDX = 0 and a stack out-pointer, then calls offset 0x18 of the interface that comes back twice, first with R8 = 0 and then with R8 = the value 0x5874 derived from the first result. The first result is stored raw at 0x6250 and the second, shifted right by 5, at 0x6248; it returns 0. The 16-byte structure at 0x6070 and the reason for the shift by 5 are not identified in this listing.",bios/ghidra/listings/OverClockSmiHandler/000057A0.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005820,run_table_range_dispatch,,forwarder,"Calls the routine at 0x58A4 and returns 0 unconditionally, discarding whatever that routine produces. The whole body is sub rsp,0x28 / call / xor eax,eax / add rsp,0x28 / ret; no state of its own is read or written.",bios/ghidra/listings/OverClockSmiHandler/00005820.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005830,range_table_contains,,logic,"Returns 1 if RCX lies inside any of the DAT_00006248 ranges described by the array at DAT_00006250, and 0 otherwise. It starts at base+8 and steps 0x20 bytes per entry, taking a range's low bound from [entry+8] and its length from [entry+0x10], and tests start <= RCX < start+length; a zero entry count or an exhausted scan returns 0.",bios/ghidra/listings/OverClockSmiHandler/00005830.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OemServiceSmm,0x5834,dispatch_setapctrl_command,,dispatch,"Zeroes the 64-bit result field at [RCX+0x18], then tests the input buffer for each of 17 keywords in turn (0xB998, 0xA6D4, 0xAF60, 0xB9A0, 0xB9A4, 0xB9A8, 0xB9AC, 0xB9B0, 0xB9B4, 0xB9B8, 0xB9BC, 0xB9C0, 0xB9C4, 0xB9C8, 0xB9D0, 0xB9D8, 0xB9E0) with the substring matcher at 0x15C4. 0xB998 calls 0x478C with EDX=0 and 0xAF60 with EDX=1, both then returning; 0xA6D4 calls the help printer at 0x5718; each of the other 14 calls 0x478C with a selector 2..15. A match does not stop the remaining tests. With no keyword matched it clears the buffer and appends the string at 0xC740, and it always returns 0.",bios/ghidra/listings/OemServiceSmm/00005834.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OverClockSmiHandler,0x00005874,call_interface_0x50_with_arg_6,,protocol,"Calls the method at offset 0x50 of the interface pointer stored at 0x6118, passing the constant 6 as the first argument, the caller's RDX unchanged as the second, and the address of a stack qword as the third. It returns that stack qword, or 0 if the call's return value has bit 63 set. The meaning of the 6, and of the interface at 0x6118 itself, is not decoded by this listing.",bios/ghidra/listings/OverClockSmiHandler/00005874.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x000058A4,dispatch_on_table_range_test,,dispatch,"Loads the array pointer at 0x6250 into RCX and calls the range test at 0x5830, then tail-jumps: to [RAX+0x58] of the interface in 0x6118 when the test returns non-zero, otherwise to [RAX+0x48] of the interface in 0x6108. RCX still holds the array pointer at both jumps, and the callees are reached by jmp rather than call.",bios/ghidra/listings/OverClockSmiHandler/000058A4.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x000058E4,find_config_entry_by_key,,reader,"If the cache at 0x6120 is already non-zero it is returned unchanged. Otherwise the array at [0x6100 + 0x70] is walked, element count from [0x6100 + 0x68] and element size 0x18, comparing each element's first two qwords against the two qwords at 0x6050 and 0x6058; a match caches the element's third qword into 0x6120 and returns it, and exhausting the array returns the cache still zero. The 16-byte key at 0x6050 is module data and is not decoded by this listing.",bios/ghidra/listings/OverClockSmiHandler/000058E4.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005950,prime_config_entry_cache,,forwarder,"Calls the lookup at 0x58E4, whose side effect is populating the cache at 0x6120, discards the returned pointer and returns 0. No other state is touched.",bios/ghidra/listings/OverClockSmiHandler/00005950.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005A2C,tailcall_cached_interface,,forwarder,"Tail-jumps through the first qword of the pointer cached at 0x6138 when that pointer is non-zero, setting no arguments beforehand. With the pointer null it returns 0x800000000000000F, the value UEFI assigns to EFI_NOT_READY.",bios/ghidra/listings/OverClockSmiHandler/00005A2C.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OverClockSmiHandler,0x00005A48,call_interface_0xd0_with_guid_6040,,protocol,"Calls the method at offset 0xD0 of the interface in 0x6118 with the module's 16-byte value at 0x6040 as the first argument, 0 as the second and the address 0x6138 as the third, the argument shape of a LocateProtocol call, then reloads 0x6138 and stores 0 there if the call returned a negative status. The bytes of the value at 0x6040 are module data and are not decoded by this listing, and the identity of the 0xD0 method is not established here.",bios/ghidra/listings/OverClockSmiHandler/00005A48.asm; bios/decompiled/OverClockSmiHandler.c,hand-decoded
OemServiceSmm,0x5B30,get_modify_set_oem_var_byte,,nvram,"Resolves a protocol through the pointer at 0xD790 (member +0xD0) with the GUID at 0x9040, then calls its first member with the variable GUID at 0xAB80, an attribute word of 7 at [RBP+0x6F], a size of 0xB4 at [RBP+0x77] and a data buffer passed on the stack. If that succeeds it stores the byte given in CL at offset 13 of the data buffer and calls member +0x10 with the same five arguments to write it back. Both status values are tested and a failure returns with nothing stored or written.",bios/ghidra/listings/OemServiceSmm/00005B30.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x5BD8,append_color_calibration_help,,writer,"Sets [RCX+0x14] to 2, clears the text buffer at 0x19FC and appends the three strings at 0xC758, 0xC7A0 and 0xC7E8 through 0x1530, the last as a tail call.",bios/ghidra/listings/OemServiceSmm/00005BD8.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x5C20,handle_set_color_calibration,,state,"Finds the argument that follows the keyword at 0xAD34 in the input buffer (0x16BC), tests it with the numeric checker at 0x192C and parses it with 0x19A8. A value below 2 is freed, written through the setter pointer at 0x90D0 with size 1 and offset 0x37, formatted with the template at 0xC850 into a 0x100-byte stack buffer, appended, and then passed to 0x5B30. A value of 2 or more appends only the string at 0xC818, and a missing or non-numeric argument appends the three strings at 0xC758, 0xC7A0 and 0xC7E8; nothing is written on either of those paths.",bios/ghidra/listings/OemServiceSmm/00005C20.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x5DF4,append_rwblock0_help,,writer,"Sets [RCX+0x14] to 2, clears the text buffer and appends the five strings at 0xC900, 0xC908, 0xC940, 0xC970 and 0xC9B8 through 0x1530, the last as a tail call.",bios/ghidra/listings/OemServiceSmm/00005DF4.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x5E5C,append_rwblock0adv_help,,writer,"Sets [RCX+0x14] to 2, clears the text buffer and appends the six strings at 0xC900, 0xC9F8, 0xCA30, 0xCA90, 0xCAE0 and 0xCB40 through 0x1530, the last as a tail call.",bios/ghidra/listings/OemServiceSmm/00005E5C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x5ED0,parse_offset_argument,,reader,"Locates the argument following the keyword at 0xC8E0 in the input buffer (0x16BC) and tests it with 0x192C. If it is numeric, the value returned by 0x19A8 is stored through the pointer in RDX, the argument is freed via member +0x58 of the object at 0xD7A0, and 0 is returned. Otherwise the argument is freed, the string at 0xCBB0 is appended, and -0x7FFFFFFFFFFFFFFE is returned.",bios/ghidra/listings/OemServiceSmm/00005ED0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00005EE4,append_u16_string,,copy,"Counts the 16-bit words of the buffer in the first argument up to the first zero word, then copies the 16-bit words of the string at the second argument, including its terminating zero, into that buffer immediately after the counted words. The second argument therefore acts as a byte offset that is compensated for in the destination address.",bios/ghidra/listings/Setup/00005EE4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x00005F1C,alloc_u16_copy_of_ascii,,copy,"Returns 0 for a null argument. Otherwise it counts the bytes of the argument up to the NUL, allocates twice that plus two bytes of pool type 4 through [0x29498+0x40], and if the allocation is non-null stores each source byte sign-extended into a 16-bit word of the new buffer, stopping after the first zero word.",bios/ghidra/listings/Setup/00005F1C.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x5F58,parse_range_argument,,reader,"Replaces the first 0x20 byte of the input with a NUL, then loops parsing up to two numeric tokens with 0x192C and 0x19A8 into the two qwords at [RSP+0x20] and [RSP+0x28]. Once two are collected the second must compare unsigned-greater than the first; then the first is written through RDX, (second - first) truncated to 32 bits is written through R8, the input is freed and 0 is returned. A non-numeric token, or a pair that is not strictly increasing, frees the input, appends the string at 0xCC50 or 0xCC98, and returns -0x7FFFFFFFFFFFFFFE.",bios/ghidra/listings/OemServiceSmm/00005F58.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00005FA4,get_string_or_fallback,,protocol,"Does nothing when the fourth argument is null. Otherwise it asks 0x1E7C4 for the string whose id is the second argument on the object in the first argument, passing a size limit of 0x190 and the fourth argument as the destination, and on a negative result copies the 16-bit words of the string at 0x26240 into that destination instead.",bios/ghidra/listings/Setup/00005FA4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x00005FF4,query_each_semicolon_item,,protocol,"Resolves the object at 0x292E0 for the GUID at 0x237C0 if the global is null, asks it for a buffer of unknown size through its method +0x18 into 0x292D8, and on a 0x8000000000000005 result allocates the reported size and asks again. It then walks that buffer splitting it at 0x3B, replacing each separator with a zero byte while it queries the substring, using the object's method 0 the first time (with a 16-bit result slot) and the method at +0x10 after that (with the running 16-bit value passed in), restoring the separator and stopping on the first negative result. It queries the trailing substring the same way and returns the last 16-bit result, or 0 when nothing succeeded.",bios/ghidra/listings/Setup/00005FF4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x0000619C,alloc_zeroed_copy,,copy,"Allocates the first argument as pool type 4 through [0x29498+0x40] into a local pointer that is pre-zeroed, and when the allocation succeeded and the second argument is non-null copies the first argument's worth of bytes from it with [0x29498+0x160] before returning the buffer.",bios/ghidra/listings/Setup/0000619C.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x00006200,free_handle_array,,state,"Calls [0x29498+0x48] on each pointer at 0x10, 0x30, 0x50 and onwards in the array whose head is at the first argument, for the number of entries in the second, stepping 0x20 bytes each time. It then frees the array itself through [0x29498+0x48] when both the array and the count are non-zero, sets the first argument to 0 and the second to 0.",bios/ghidra/listings/Setup/00006200.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x6264,dispatch_rwblock0adv_command,,dispatch,"Clears bit 2 of the 32-bit field at [RCX+0x14] and dispatches on the presence of the keywords at 0xC8C0 (HelpAdv), 0xC8CC (Read), 0xC8D4 (Write), 0xC8F8 (Data) and 0xA690 (File), matched with 0x15C4; HelpAdv appends the help text from 0x5E5C, and Read and Write both being present is rejected with -0x7FFFFFFFFFFFFFFE and the help text. Read parses Offset/Size (0x5ED0) or Range (0x5F58), copies that many bytes from 0xFF430000 + offset into the buffer at [RCX+0x24] with 0x027BC, stores the count at [RCX+0x20] and sets [RCX+0x14] to 1, or to 5 when File was also present; a zero length Read falls through to the Write branch. Write accepts Data as a number (stored at [RCX+0x24], with a 1/2/4/8-byte width at [RCX+0x20] chosen from its magnitude) or as a space-terminated string, then calls 0x02648 repeatedly to send the buffer in [RCX+0x20]-byte chunks and appends the string at 0xCD38. Any parse failure stores -0x7FFFFFFFFFFFFFFE at [RCX+0x18] and returns.",bios/ghidra/listings/OemServiceSmm/00006264.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00006518,select_handle_from_handle_list,,protocol,"Returns 0x8000000000000002 when the fifth argument is null. It enumerates handles for the GUID at 0x237B0 with search type 2 through [0x29498+0x138] and, on failure, formats the string ids 0x19F9 and 0x19FA and hands 0x29940 to the method at +0x20 of the object at 0x292C0. Otherwise it builds a count*0x28 array and for each enumerated handle opens the GUID at 0x23690 through [0x29498+0x98]; a failure stores a zero word and a byte of 2 at entry+0x20, a success converts the result with 0x1EE4C and 0x5F1C, looks it up with 0x5FF4 and stores the 16-bit result in the entry with a byte of 0, and frees both buffers. It then asks the object at 0x292C0 for the string id 0x19C5 with that array and the count into a 16-bit slot, frees the array, stores the enumerated handle at that index through the second argument and clears the fifth, and if the first argument is non-zero calls 0x678C with the selected handle and a flag set from the 0x19C5 call's return value before freeing the handle array.",bios/ghidra/listings/Setup/00006518.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x66D0,append_display_mode_help,,writer,"Clears the text buffer, appends the strings at 0xCD70, 0xCDA0 and 0xCDD0, then twice formats the 3-word entry at 0x9C00 (advancing the pointer by 0xC each time) with the template at 0xADE0 into a 0x100-byte stack buffer and appends the result.",bios/ghidra/listings/OemServiceSmm/000066D0.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6774,get_display_mode_name,,reader,"Reads one byte with the reader pointer at 0x90D8 (size 1, offset 0x38) and compares it against the dword at +8 of each of the two entries at 0x9C00. On a match the entry's string pointer is used to format the template at 0xCDF8 into a 0x100-byte stack buffer, the text buffer is cleared and the result is appended; with no match -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the text buffer is cleared and the string at 0xCE18 is appended.",bios/ghidra/listings/OemServiceSmm/00006774.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6820,set_display_mode,,state,"Parses the argument after the keyword at 0xAD34 (0x16BC, 0x192C, 0x19A8) and compares the resulting byte against the dword at +8 of each of the two entries at 0x9C00. A match calls the writer at 0x90D0 with size 1 and offset 0x38 (its return value is not tested), then formats the template at 0xCE38 with the matched entry's string pointer into a 0x100-byte stack buffer and appends it. With no match -0x7FFFFFFFFFFFFFFE is stored at [RCX+0x18], the string at 0xAF08 is appended, and the two entries at 0x9C08 and 0x9C14 are formatted with 0xADE0 and appended in turn; the input is freed on both the match and the no-match path.",bios/ghidra/listings/OemServiceSmm/00006820.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6A1C,write_oem_block_byte_if_changed,,writer,"Compares the byte at 0xFF430000 + R9 (the offset given in the fourth argument) with the first byte of the buffer in RDX, skipping the call entirely when the two pointers are equal. If the bytes differ it calls the function pointer at 0x90D0 with that buffer, size 1 and the same offset; when that call returns a negative value it formats the string at 0xCE70, which the module's own text describes as an error writing to OEM ROM, with the byte value and appends it. Nothing at all happens when the bytes already match.",bios/ghidra/listings/OemServiceSmm/00006A1C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6AB8,set_four_oem_var_bytes,,nvram,"Resolves a protocol through the pointer at 0xD790 (member +0xD0) with the GUID at 0x9040, then calls its first member with the variable GUID at 0xAB80, attribute 7 at [RSP+0x30], size 0xB4 at [RSP+0x38] and a data buffer at [RSP+0x50]. On success it stores the four argument bytes at offsets 9, 10, 11 and 12 of that buffer and calls member +0x10 with the same five arguments to write them back. Both status values are tested and a failure returns without storing or writing.",bios/ghidra/listings/OemServiceSmm/00006AB8.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6B9C,append_setmode_help,,writer,"Clears the text buffer and appends 14 fixed strings through 0x1530: 0xC900, 0xCEC8, 0xCEE0, 0xCEF8, 0xCF10, 0xCF28, 0xCF38, 0xCF60, 0xCF78, 0xCFA0, 0xCFC8, 0xD000, 0xD028 and 0xD030, the last as a tail call. One of those strings, at 0xCF38, is the line the module labels ""Unsupport RGB Light Bar""; this function only emits the strings and touches no hardware.",bios/ghidra/listings/OemServiceSmm/00006B9C.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00006BC0,get_string_by_id_for_lang,,protocol,"Resolves the object at 0x29320 for the GUID at 0x237C0 when the global is null and returns 0 when that lookup fails. It reads the variable whose name is at 0x25C88 (decompiler label PlatformLang) with the GUID at 0x24230 through 0x1D808, then calls the method at +0x08 of that object with the handle, the first argument, the 16-bit second argument, the variable's data and size, and an output buffer. A 0x8000000000000005 result causes a 0x619C allocation of the reported size and one retry, after which the variable buffer is freed and the output buffer is returned if the last status was non-negative and 0 otherwise.",bios/ghidra/listings/Setup/00006BC0.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x6C84,handle_setmode,,state,"Parses the argument after the keyword at 0xB6C8 into a byte with 0x16BC, 0x192C and 0x19A8. Values 1, 2 and 3 append the strings at 0xD098, 0xD0B0 and 0xD0C0 and store 0x80, 0x24242400 and 0x2400 in the 4-byte payload at [RBP+0x1C]; 0 and 0xFF append 0xD080 or 0xD068 and store a zero payload; 0xFE stores -0x7FFFFFFFFFFFFFFD at [RCX+0x18] and any other value -0x7FFFFFFFFFFFFFFE, both without reaching the writes. It then calls 0x6A1C five times with the single mode byte at [RBP+0x18] and the four payload bytes at [RBP+0x1C] to [RBP+0x1F], at offsets 0x2E, 0x2F, 0x30, 0x31 and 0x32 into 0xFF430000, and finally calls 0x6AB8 with the byte at [RBP+0x18] and the three at [RBP+0x1D] to [RBP+0x1F].",bios/ghidra/listings/OemServiceSmm/00006C84.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00006D10,rebuild_handle_table,,state,"Opens the interface for the GUID at 0x24208 through [0x29498+0x140] and returns 0 on failure. It stores the 16-bit count read from interface+0x48 in both 0x29318 and 0x2B358 and the array pointer read from interface+0x50 in 0x29300, then walks the count entries at a 0x40-byte stride and asks [0x29498+0x98] for the same GUID on the qword at entry+0x38, clearing the output and subtracting one from the word at 0x2B358 on each failure. It returns that word.",bios/ghidra/listings/Setup/00006D10.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x00006E00,get_table_entry,,reader,"Returns the entry for the index in the first argument as 0x29300 + index*0x40, but only when the word at 0x2B358, the word at 0x29318 and the pointer at 0x29300 are all non-zero and the index is below the word at 0x29318. When any of the first three is zero it calls 0x6D10 first and reloads the word at 0x2B358 from its return value.",bios/ghidra/listings/Setup/00006E00.asm; bios/decompiled/Setup.c,hand-decoded
OemServiceSmm,0x6E50,handle_setcontrol,,state,"Parses the argument after the keyword at 0xCE50 with 0x16BC, 0x192C and 0x19A8 and requires bits 0-6 of the parsed byte to be zero (test against 0x7F at 0x6EB3), so only 0x00 and 0x80 are accepted. On a match it appends the string at 0xD118 and a formatted copy of the template at 0xD130 with the value, then calls 0x6A1C twice: once with the constant byte 0xFE at offset 0x2E and once with the parsed value at offset 0x2F, both into 0xFF430000. Otherwise it stores -0x7FFFFFFFFFFFFFFE at [RCX+0x18] and appends the strings at 0xAF08, 0xD150 and 0xD188.",bios/ghidra/listings/OemServiceSmm/00006E50.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
OemServiceSmm,0x6F90,handle_setrgb,,state,"Splits the argument after the keyword at 0xCE60 on 0x20 bytes and parses up to three numeric tokens, reporting a non-numeric token with the string at 0xD1C0 and any value above 0xC8 with 0xD1E8; a fourth token is reported with the template at 0xD210 and not stored. The three bytes go to [RBP+0x74], [RBP+0x75] and [RBP+0x76], with 0xFE preloaded at [RBP+0x6F] and 0 at [RBP+0x73]; it then appends the formatted triple, calls 0x6A1C five times at offsets 0x2E to 0x32 into 0xFF430000, and finally calls 0x6AB8 with the four bytes at [RBP+0x6F] and [RBP+0x74] to [RBP+0x76].",bios/ghidra/listings/OemServiceSmm/00006F90.asm; bios/decompiled/OemServiceSmm.c,hand-decoded
Setup,0x00006FB4,write_name_table_and_register_event,,protocol,"Calls 0x6E00 with index 0, allocates 0x356 bytes into 0x292F8 if that global is null, stores the word at 0x2B358 as the first word of the buffer, and writes the buffer to the variable at 0x26278 (decompiler label HDDSecConfig) with the GUID at 0x24250 and attributes 2 through [0x294A0+0x58]. It then walks the entries returned by 0x6E00, and for each one calls 0x6BC0 with the qword at entry+8 and the 16-bit field at entry+0x12, formats the result into the display object at 0x29310 with the format at 0x25B68 and the word at 0x26298 plus twice the index through 0x680, and decrements the local counter. Finally, when the handle at 0x29308 is null it registers an event through [0x29498+0x170] with type 0x200, TPL 8, the handler at 0x6BB8, a null context, the GUID at 0x24240 and an output at 0x29308.",bios/ghidra/listings/Setup/00006FB4.asm; bios/decompiled/Setup.c,hand-decoded
Setup,0x000070F8,fill_status_row_from_entry,,reader,"Fetches the entry for the index in the second argument with 0x6E00 and returns if it is null. It calls the method at offset 0 of the pointer stored in that entry four times, each time into a 16-bit result slot it first zeroes, and on success stores bits 0, 1, 2 and 3 of the returned byte at offsets 0x2, 0xE, 0x1A and 0x26 of the row at the first argument, each address scaled by twice the index. It then calls the method at +0x30 into a 32-bit result slot and, on success, stores bit 17 of that dword at offset 0x32 and bit 16 at offset 0x3E, clears the word at offset 0x4A, and sets that word to 1 unless the word at offset 0x1A is zero, bit 16 is zero, the byte at entry+0x15 is zero and bit 17 is zero.",bios/ghidra/listings/Setup/000070F8.asm; bios/decompiled/Setup.c,hand-decoded
