scope,addr,group,group_basis,comment,evidence
bank1,C245,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/C245.asm; ec/decompiled/bank1/C245.c
bank1,C267,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C267.asm; ec/decompiled/bank1/C267.c
bank1,C277,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C277.asm; ec/decompiled/bank1/C277.c
bank1,C2B0,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C2B0.asm; ec/decompiled/bank1/C2B0.c
bank1,C2E1,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C2E1.asm; ec/decompiled/bank1/C2E1.c
bank1,C31D,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C31D.asm; ec/decompiled/bank1/C31D.c
bank1,C31E,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C31E.asm; ec/decompiled/bank1/C31E.c
bank1,C322,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/C322.asm; ec/decompiled/bank1/C322.c
bank1,C352,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/C352.asm; ec/decompiled/bank1/C352.c
bank1,C3A0,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C3A0.asm; ec/decompiled/bank1/C3A0.c
bank1,C3CD,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C3CD.asm; ec/decompiled/bank1/C3CD.c
bank1,C41D,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C41D.asm; ec/decompiled/bank1/C41D.c
bank1,C43B,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C43B.asm; ec/decompiled/bank1/C43B.c
bank1,C45C,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/C45C.asm; ec/decompiled/bank1/C45C.c
bank1,C4AF,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C4AF.asm; ec/decompiled/bank1/C4AF.c
bank1,C4D2,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C4D2.asm; ec/decompiled/bank1/C4D2.c
bank1,C4F0,callgraph_bank1_C4F0,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C4F0.asm; ec/decompiled/bank1/C4F0.c
bank1,C541,callgraph_bank1_C4F0,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C541.asm; ec/decompiled/bank1/C541.c
bank1,C54C,callgraph_bank1_C4F0,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C54C.asm; ec/decompiled/bank1/C54C.c
bank1,C59F,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C59F.asm; ec/decompiled/bank1/C59F.c
bank1,C613,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C613.asm; ec/decompiled/bank1/C613.c
bank1,C614,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C614.asm; ec/decompiled/bank1/C614.c
bank1,C638,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C638.asm; ec/decompiled/bank1/C638.c
bank1,C647,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C647.asm; ec/decompiled/bank1/C647.c
bank1,C659,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C659.asm; ec/decompiled/bank1/C659.c
bank1,C6B0,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C6B0.asm; ec/decompiled/bank1/C6B0.c
bank1,C6B8,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C6B8.asm; ec/decompiled/bank1/C6B8.c
bank1,C6DB,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C6DB.asm; ec/decompiled/bank1/C6DB.c
bank1,C700,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C700.asm; ec/decompiled/bank1/C700.c
bank1,C747,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C747.asm; ec/decompiled/bank1/C747.c
bank1,C751,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C751.asm; ec/decompiled/bank1/C751.c
bank1,C778,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C778.asm; ec/decompiled/bank1/C778.c
bank1,C7A7,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C7A7.asm; ec/decompiled/bank1/C7A7.c
bank1,C7ED,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C7ED.asm; ec/decompiled/bank1/C7ED.c
bank1,C80E,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/C80E.asm; ec/decompiled/bank1/C80E.c
bank1,C830,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C830.asm; ec/decompiled/bank1/C830.c
bank1,C861,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C861.asm; ec/decompiled/bank1/C861.c
bank1,C884,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C884.asm; ec/decompiled/bank1/C884.c
bank1,C8C7,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C8C7.asm; ec/decompiled/bank1/C8C7.c
bank1,C8E3,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C8E3.asm; ec/decompiled/bank1/C8E3.c
bank1,C8EA,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C8EA.asm; ec/decompiled/bank1/C8EA.c
bank1,C8F4,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/C8F4.asm; ec/decompiled/bank1/C8F4.c
bank1,C8F6,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/C8F6.asm; ec/decompiled/bank1/C8F6.c
bank1,C924,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/C924.asm; ec/decompiled/bank1/C924.c
bank1,C979,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/C979.asm; ec/decompiled/bank1/C979.c
bank1,C9BE,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/C9BE.asm; ec/decompiled/bank1/C9BE.c
bank1,CA02,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/CA02.asm; ec/decompiled/bank1/CA02.c
bank1,CA1D,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/CA1D.asm; ec/decompiled/bank1/CA1D.c
bank1,CA3E,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CA3E.asm; ec/decompiled/bank1/CA3E.c
bank1,CB08,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/CB08.asm; ec/decompiled/bank1/CB08.c
bank1,CB1E,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/CB1E.asm; ec/decompiled/bank1/CB1E.c
bank1,CB1F,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/CB1F.asm; ec/decompiled/bank1/CB1F.c
bank1,CB80,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/CB80.asm; ec/decompiled/bank1/CB80.c
bank1,CBE8,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CBE8.asm; ec/decompiled/bank1/CBE8.c
bank1,CBF3,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CBF3.asm; ec/decompiled/bank1/CBF3.c
bank1,CC95,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CC95.asm; ec/decompiled/bank1/CC95.c
bank1,CDCB,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/CDCB.asm; ec/decompiled/bank1/CDCB.c
bank1,CDDA,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/CDDA.asm; ec/decompiled/bank1/CDDA.c
bank1,CE2D,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CE2D.asm; ec/decompiled/bank1/CE2D.c
bank1,CE78,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CE78.asm; ec/decompiled/bank1/CE78.c
bank1,CEA9,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CEA9.asm; ec/decompiled/bank1/CEA9.c
bank1,CEDA,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CEDA.asm; ec/decompiled/bank1/CEDA.c
bank1,CF0B,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CF0B.asm; ec/decompiled/bank1/CF0B.c
bank1,CF3C,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CF3C.asm; ec/decompiled/bank1/CF3C.c
bank1,CF6D,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CF6D.asm; ec/decompiled/bank1/CF6D.c
bank1,CFB1,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/CFB1.asm; ec/decompiled/bank1/CFB1.c
bank1,D018,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/D018.asm; ec/decompiled/bank1/D018.c
bank1,D04C,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D04C.asm; ec/decompiled/bank1/D04C.c
bank1,D050,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D050.asm; ec/decompiled/bank1/D050.c
bank1,D054,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D054.asm; ec/decompiled/bank1/D054.c
bank1,D058,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D058.asm; ec/decompiled/bank1/D058.c
bank1,D05C,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D05C.asm; ec/decompiled/bank1/D05C.c
bank1,D060,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D060.asm; ec/decompiled/bank1/D060.c
bank1,D064,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D064.asm; ec/decompiled/bank1/D064.c
bank1,D068,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/D068.asm; ec/decompiled/bank1/D068.c
bank1,D09F,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/D09F.asm; ec/decompiled/bank1/D09F.c
bank1,D0A6,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D0A6.asm; ec/decompiled/bank1/D0A6.c
bank1,D0C4,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D0C4.asm; ec/decompiled/bank1/D0C4.c
bank1,D17E,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D17E.asm; ec/decompiled/bank1/D17E.c
bank1,D1B8,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D1B8.asm; ec/decompiled/bank1/D1B8.c
bank1,D1BC,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D1BC.asm; ec/decompiled/bank1/D1BC.c
bank1,D1E7,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D1E7.asm; ec/decompiled/bank1/D1E7.c
bank1,D219,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/D219.asm; ec/decompiled/bank1/D219.c
bank1,D22E,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D22E.asm; ec/decompiled/bank1/D22E.c
bank1,D236,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D236.asm; ec/decompiled/bank1/D236.c
bank1,D23F,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D23F.asm; ec/decompiled/bank1/D23F.c
bank1,D246,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D246.asm; ec/decompiled/bank1/D246.c
bank1,D274,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/D274.asm; ec/decompiled/bank1/D274.c
bank1,D2A3,arithmetic,type,the `type` column already names this family,ec/decompiled/bank1/D2A3.asm; ec/decompiled/bank1/D2A3.c
bank1,D322,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D322.asm; ec/decompiled/bank1/D322.c
bank1,D32C,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D32C.asm; ec/decompiled/bank1/D32C.c
bank1,D34B,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D34B.asm; ec/decompiled/bank1/D34B.c; ec/annotations/registers.yaml
bank1,D37F,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D37F.asm; ec/decompiled/bank1/D37F.c
bank1,D472,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/D472.asm; ec/decompiled/bank1/D472.c
bank1,0xE1D7,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E1D7.asm; ec/decompiled/bank1/E1D7.c
bank1,0xE237,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/E237.asm; ec/decompiled/bank1/E237.c
bank1,0xE27D,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E27D.asm; ec/decompiled/bank1/E27D.c
bank1,0xE2A0,callgraph_bank1_C4F0,callgraph,"One of 4 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E2A0.asm; ec/decompiled/bank1/E2A0.c
bank1,0xE2C3,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E2C3.asm; ec/decompiled/bank1/E2C3.c
bank1,0xE2D3,dispatch-tables,type,the `type` column already names this family,ec/decompiled/bank1/E2D3.asm; ec/decompiled/bank1/E2D3.c
bank1,0xE332,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E332.asm; ec/decompiled/bank1/E332.c
bank1,0xE3B5,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E3B5.asm; ec/decompiled/bank1/E3B5.c
bank1,0xE490,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E490.asm; ec/decompiled/bank1/E490.c
bank1,0xE4E9,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E4E9.asm; ec/decompiled/bank1/E4E9.c
bank1,0xE4F9,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/E4F9.asm; ec/decompiled/bank1/E4F9.c
bank1,0xE501,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E501.asm; ec/decompiled/bank1/E501.c
bank1,0xE54F,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E54F.asm; ec/decompiled/bank1/E54F.c
bank1,0xE57E,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E57E.asm; ec/decompiled/bank1/E57E.c
bank1,0xE582,callgraph_bank1_1738,callgraph,"One of 389 mutually reachable functions in the lcall/ljmp graph of the committed listings, within one region only; a cross-region edge is never joined (see audit_call_targets.py). A connected component is not a subsystem: this says the call graph connects them, not that they do one job.",ec/decompiled/bank1/E582.asm; ec/decompiled/bank1/E582.c
bank1,0xE6CB,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/E6CB.asm; ec/decompiled/bank1/E6CB.c
bank1,0xE722,ungrouped,ungrouped,No typed seed and no connected component at or above the minimum size. Not found by this method.,ec/decompiled/bank1/E722.asm; ec/decompiled/bank1/E722.c
