cluster_id,program,size,refs,addrs,addr_range,functions_touched,shared_functions,callees,named_addrs
main-ec-097,main-ec,3,4,0x0630 0x06C4 0x0800,0x0630-0x0800,2,bank1:0x8DBC=write_05_to_06c4_after_1984_check [gate],bank1:0x1984 [2/2]; bank1:0x8B31 [1/2]; bank1:0x8B33 [1/2] (+6 more called by the cluster's functions),
main-ec-098,main-ec,3,4,0x075F 0x2200 0x2201,0x075F-0x2201,2,bank1:0x8834=zero_2200_2201_set_047e_ec [state]; bank1:0x8CEC=gate_then_copy_2200_to_075f [gate],common:0x159A [1/2]; bank1:0x8D25 [1/2]; bank1:0x19F0 [1/2] (+2 more called by the cluster's functions),
main-ec-099,main-ec,3,4,0x0863 0x0864 0x1C29,0x0863-0x1C29,2,bank0:0xD091=dispatch_on_0860 [dispatch],bank0:0xD2BE [1/2]; bank0:0xD673 [1/2]; bank0:0xD28E [1/2] (+9 more called by the cluster's functions),
main-ec-100,main-ec,3,3,0x07D8 0x07D9 0x07DA,0x07D8-0x07DA,1,bank0:0x9334=seed_tcc_defaults_from_ba36 [init],bank0:0xC26E [1/1]; bank0:0x948D [1/1]; bank0:0xBC0E [1/1] (+5 more called by the cluster's functions),0x07D8 0x07D9 0x07DA
main-ec-101,main-ec,3,3,0x1C36 0x1C37 0x1C38,0x1C36-0x1C38,1,bank0:0xD304=FUN_CODE_d304,,
main-ec-102,main-ec,2,165,0x0A50 0x0A51,0x0A50-0x0A51,29,bank0:0x703A=thunk_FUN_CODE_e722; bank0:0x8653=seed_fan_table_base [init]; bank0:0x94D0=copy_code_table_into_0730_07a7 [copy]; bank0:0xB12C=manual_ctrl_profile_gate [gate]; bank0:0xB158=charge_target_update [charge-target]; bank0:0xB1F0=charge_stress_update [charge-target]; bank0:0xB35E=charge_target_minus_r3_times_0a47 [math]; bank0:0xE389=load_0434_0438_pairs_mul16_and_tailcall [math]; bank0:0xE6B1=init_args_then_e51e_e4fe_16 [state]; bank0:0xE6F4=FUN_CODE_e6f4; bank0:0xE722=FUN_CODE_e722; bank0:0xE7CA=init_0a50_2_then_start_0x13_block [state]; bank0:0xE822=FUN_CODE_e822; bank0:0xEF12=ajmp_0xe822 [forwarder]; common:0x2F1D=FUN_CODE_2f1d,bank0:0x4777 [7/29]; bank0:0x9A0D [6/29]; common:0x70E4 [6/29] (+94 more called by the cluster's functions),
main-ec-103,main-ec,2,87,0x03A1 0x03C4,0x03A1-0x03C4,19,bank1:0xCAB8=FUN_CODE_cab8; bank1:0xD32C=copy_0514_to_03c1_and_set_03a1_bit0 [writer]; bank1:0xD61A=FUN_CODE_d61a; bank1:0xD6C6=FUN_CODE_d6c6; bank1:0xD6D7=FUN_CODE_d6d7; bank1:0xD6E1=FUN_CODE_d6e1; bank1:0xE2D3=FUN_CODE_e2d3; bank1:0xE490=stage_1c00_block_from_code_table_indexed_03c4 [logic]; bank1:0xE501=reset_03c4_03af_and_clear_03a1_bit [state],bank1:0x8886 [6/19]; bank1:0xE2C3 [6/19]; bank1:0x888C [4/19] (+32 more called by the cluster's functions),
main-ec-104,main-ec,2,77,0x0A53 0x0A54,0x0A53-0x0A54,20,bank0:0x95DD=fill_08xx_from_code_table [copy]; bank0:0x96AD=apply_oem_overrides_then_fill_08xx [copy]; bank0:0x98FB=set_0985_bit4 [writer]; bank0:0x9902=clamp_08ac_up_to_08bb [math]; bank0:0x9917=dispatch_on_0a50 [dispatch]; bank0:0x99A7=clamp_0a53_0a54_down_to_08c4_08c5 [math]; bank0:0xBC26=copy_0a53_to_0873_and_0a54_to_087b [copy]; bank0:0xE3D0=write_103f_through_0a56_pointer [writer]; bank0:0xE453=copy_bytes_between_two_16bit_bases [copy]; bank0:0xE4B9=init_0a4d_block_and_count [state]; bank0:0xEADA=FUN_CODE_eada,bank0:0xBC26 [6/20]; bank0:0x9A00 [6/20]; bank0:0x9A0D [5/20] (+70 more called by the cluster's functions),
main-ec-105,main-ec,2,55,0x0471 0x06FF,0x0471-0x06FF,10,bank1:0xF113=thunk_to_f275 [forwarder]; bank1:0xF116=thunk_to_f290 [forwarder]; bank1:0xF119=thunk_to_f2ad [forwarder]; bank1:0xF275=set_06ff_80_else_toggle_0471_80 [writer]; bank1:0xF290=if_06cd_zero_set_02_set_06ff_20 [writer]; bank1:0xF2AD=if_06cd_zero_set_02_set_06ff_40 [writer],bank1:0x896A [6/10]; common:0x2896 [1/10]; bank0:0xBD03 [1/10] (+15 more called by the cluster's functions),
main-ec-106,main-ec,2,43,0x06FD 0x06FE,0x06FD-0x06FE,1,bank1:0x966C=step_06fd_06fe_06ff_counters_via_1a32 [state],bank1:0x1A32 [1/1]; bank1:0x9733 [1/1],
main-ec-107,main-ec,2,41,0x044F 0x069D,0x044F-0x069D,13,bank1:0x9D53=FUN_CODE_9d53,bank0:0xB987 [6/13]; bank0:0xBB40 [4/13]; bank0:0xBC5F [4/13] (+63 more called by the cluster's functions),0x044F
main-ec-108,main-ec,2,40,0x1102 0x1106,0x1102-0x1106,13,bank0:0x3A60=cascade_gate_170a_1709_1708 [dispatch]; bank1:0x3A60=FUN_CODE_3a60; common:0x012F=FUN_CODE_012f; common:0x018C=FUN_CODE_018c; common:0x029B=FUN_CODE_029b; common:0x07D0=FUN_CODE_07d0; common:0x07D6=FUN_CODE_07d6,common:0x07E7 [3/13]; common:0x07F0 [3/13]; common:0x012F [2/13] (+22 more called by the cluster's functions),
main-ec-109,main-ec,2,33,0x0A5B 0x0A5C,0x0A5B-0x0A5C,14,bank0:0x8F20=state_0817_dispatch [state]; bank0:0xAF8A=init_0a48_and_0a59_blocks [init]; bank0:0xB947=load_r3_r7_from_0a48_store_a [state]; bank0:0xB955=set_dptr_0a59_b955 [unresolved]; bank0:0xB9A4=copy_direct_65_66_to_x00c0 [copy]; bank0:0xB9AE=init_0a59_block_from_direct_68 [state]; bank0:0xD991=store_r4_r5_into_record_6e65 [writer]; bank0:0xEADA=FUN_CODE_eada; bank0:0xED74=write_0a59_block_then_445e [writer],bank0:0x445E [4/14]; common:0x43A5 [2/14]; common:0x4A42 [2/14] (+48 more called by the cluster's functions),
main-ec-110,main-ec,2,28,0x06CE 0x06CF,0x06CE-0x06CF,4,bank1:0x8F6B=FUN_CODE_8f6b; bank1:0x9004=load_dptr_06ce [unresolved]; bank1:0x9007=store_a_to_xdata_at_dptr_2 [unresolved]; bank1:0x9008=update_06cf_countdown_and_06e1_bits [state],bank1:0x19F6 [4/4]; bank1:0x88F0 [4/4]; bank1:0x1762 [4/4] (+5 more called by the cluster's functions),
main-ec-111,main-ec,2,27,0x0766 0x0782,0x0766-0x0782,11,bank0:0xA747=stage_0769_076e_convert_to_1803 [state]; bank0:0xCA1D=FUN_CODE_ca1d; bank0:0xCA1E=set_support2_bit5_and_bios_oem2_bit6 [writer],bank0:0xB9D8 [3/11]; bank0:0x9A0D [2/11]; bank0:0xB93D [2/11] (+46 more called by the cluster's functions),0x0766 0x0782
main-ec-112,main-ec,2,27,0x0BFD 0x0BFE,0x0BFD-0x0BFE,8,common:0x0A04=FUN_CODE_0a04; common:0x0A12=FUN_CODE_0a12; common:0x0D4A=FUN_CODE_0d4a; common:0x27E3=FUN_CODE_27e3; common:0x2896=FUN_CODE_2896; common:0x295F=FUN_CODE_295f; common:0x2990=FUN_CODE_2990,common:0x0C6D [1/8]; common:0x0A74 [1/8]; bank0:0x2A6C [1/8] (+2 more called by the cluster's functions),
main-ec-113,main-ec,2,27,0x1510 0x1514,0x1510-0x1514,5,bank0:0xD74F=write_33_to_1511_then_loop [writer]; bank0:0xD757=FUN_CODE_d757; bank0:0xE0FE=FUN_CODE_e0fe; bank0:0xE256=dispatch_on_0046_copy_status_to_0083 [dispatch],common:0x0200 [3/5]; common:0x7177 [1/5]; bank0:0xE161 [1/5] (+3 more called by the cluster's functions),
main-ec-114,main-ec,2,26,0x0975 0x0976,0x0975-0x0976,6,bank1:0xC4D2=setup_1c00_block_with_arg_4c [state]; bank1:0xC4F0=poll_1c00_status_up_to_100_cycles [state]; bank1:0xC54C=setup_and_poll_1c00_block_with_arg_48 [state]; bank1:0xDB0B=FUN_CODE_db0b; bank1:0xDC52=FUN_CODE_dc52; bank1:0xE2A0=setup_0975_0976_0978_0979_call_c54c [writer],bank1:0xC541 [3/6]; bank1:0xC4F0 [2/6]; bank1:0xC4D2 [2/6] (+14 more called by the cluster's functions),
main-ec-115,main-ec,2,25,0x03BF 0x03C3,0x03BF-0x03C3,10,bank1:0xCFB1=step_03c3_and_reload_03bf [state],bank1:0x8886 [8/10]; bank1:0x8892 [8/10]; bank1:0xCDDA [7/10] (+13 more called by the cluster's functions),
main-ec-116,main-ec,2,23,0x004B 0x004C,0x004B-0x004C,5,common:0x0A04=FUN_CODE_0a04; common:0x0A12=FUN_CODE_0a12; common:0x0D4A=FUN_CODE_0d4a,common:0x0A74 [3/5]; common:0x0C6D [2/5]; common:0x09A2 [1/5] (+3 more called by the cluster's functions),
main-ec-117,main-ec,2,23,0x0442 0x0801,0x0442-0x0801,14,bank1:0x8300=clear_and_set_xdata_flag_bits [state]; bank1:0x8418=zero_1510_and_clear_xdata_flag_bits [state],bank1:0x1984 [5/14]; bank1:0x88F0 [3/14]; bank1:0x19A8 [3/14] (+46 more called by the cluster's functions),0x0442
main-ec-118,main-ec,2,23,0x0493 0x056B,0x0493-0x056B,9,bank1:0xAF32=FUN_CODE_af32; bank1:0xB0D1=step_index_056b_update_0495_0493 [state],bank1:0x8863 [5/9]; bank1:0x8886 [5/9]; bank1:0x888C [3/9] (+22 more called by the cluster's functions),
main-ec-119,main-ec,2,20,0x0678 0x0679,0x0678-0x0679,3,bank1:0x8D62=FUN_CODE_8d62; bank1:0x8D74=write_30_to_0679_and_14_to_0678 [writer]; bank1:0x8D83=count_down_0678_0679_pair [state],bank1:0x8B31 [3/3]; bank1:0x8B33 [2/3]; bank1:0x8D74 [2/3] (+2 more called by the cluster's functions),
main-ec-120,main-ec,2,19,0x0443 0x06C6,0x0443-0x06C6,5,bank1:0xF11C=thunk_to_f2ca [forwarder]; bank1:0xF11F=thunk_to_f2f3 [forwarder]; bank1:0xF2CA=dec_0443_low3_unless_0440_5_6_7 [writer]; bank1:0xF2F3=inc_0443_low3_unless_0440_5_6_7 [writer],bank1:0x88F0 [4/5]; bank1:0x1984 [1/5]; bank1:0x198A [1/5],0x0443
main-ec-121,main-ec,2,16,0x054C 0x0561,0x054C-0x0561,5,bank1:0xB784=FUN_CODE_b784; bank1:0xDE3C=FUN_CODE_de3c; bank1:0xDEA5=FUN_CODE_dea5,bank1:0xDE9E [2/5]; bank1:0xDEC4 [2/5]; bank1:0xAC6D [2/5] (+10 more called by the cluster's functions),
main-ec-122,main-ec,2,16,0x087A 0x08AF,0x087A-0x08AF,5,bank0:0xA00E=FUN_CODE_a00e; bank0:0xA139=FUN_CODE_a139; bank0:0xA1A8=set_state_bytes_then_0xa1c8 [writer]; bank0:0xA1C8=select_code_table_entry_and_store_0872_087a_088a [dispatch],bank0:0xB9C6 [4/5]; bank0:0xBC8D [3/5]; bank0:0x164E [3/5] (+25 more called by the cluster's functions),
main-ec-123,main-ec,2,15,0x0567 0x0568,0x0567-0x0568,1,bank1:0xBCB3=FUN_CODE_bcb3,bank1:0xBC05 [1/1]; bank1:0xBD20 [1/1]; bank1:0xBD10 [1/1],
main-ec-124,main-ec,2,15,0x08AD 0x08BF,0x08AD-0x08BF,3,bank0:0x9AAD=FUN_CODE_9aad; bank0:0x9C24=reset_08ad_08bf_and_clear_08e2_bit7 [state],bank0:0x94D0 [3/3]; bank0:0xB9F5 [2/3]; bank0:0xBA16 [2/3] (+22 more called by the cluster's functions),
main-ec-125,main-ec,2,14,0x0622 0x0805,0x0622-0x0805,7,bank1:0xC392=FUN_CODE_c392; bank1:0xC3A0=dec_0622_when_04a2_below_0cee [writer],bank1:0x88A4 [2/7]; bank1:0x8863 [2/7]; bank1:0x8892 [2/7] (+11 more called by the cluster's functions),
main-ec-126,main-ec,2,14,0x06E8 0x06E9,0x06E8-0x06E9,6,bank0:0xCF48=dispatch_06e6_after_counting_down_06e8_pair [dispatch]; bank0:0xCF96=arm_index_06e7_for_dispatch_06e6 [state]; bank0:0xCFF6=load_stride5_table_word_into_06e8_pair [copy]; bank0:0xD005=movc_two_code_bytes_into_06e8_06e9 [copy],common:0x70E4 [1/6]; bank0:0xCE9E [1/6]; bank0:0xCEE9 [1/6] (+2 more called by the cluster's functions),
main-ec-127,main-ec,2,14,0x06EA 0x06EB,0x06EA-0x06EB,5,bank0:0xCA53=tick_06ea_against_period_in_0a56 [math]; bank0:0xCDE4=walk_index_06e7_up_to_1e_table_6bca [state]; bank0:0xCE37=walk_index_06e7_up_to_17_table_6c65 [state]; bank0:0xD041=read_06e7 [reader]; bank0:0xD045=inc_06e7_clear_06ea_eb_read_06e8 [writer],bank0:0xD029 [2/5]; bank0:0xD038 [2/5]; bank0:0xD041 [2/5] (+3 more called by the cluster's functions),
main-ec-128,main-ec,2,13,0x046C 0x046D,0x046C-0x046D,6,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD6B=be16_046c_046d_minus_100 [math]; bank0:0xE010=load_06e6 [reader]; bank0:0xE014=branch_on_06e6_eq_1 [logic]; bank0:0xE020=move_a_to_r5_and_call_dfa0 [forwarder]; bank0:0xE024=store_r6_r7_to_046c_046d [writer],bank0:0xDFA0 [3/6]; bank0:0x8931 [1/6]; bank0:0x8B14 [1/6] (+32 more called by the cluster's functions),
main-ec-129,main-ec,2,12,0x03BC 0x03FA,0x03BC-0x03FA,3,bank1:0xD4D3=FUN_CODE_d4d3,bank1:0xD37F [1/3]; bank1:0x198A [1/3]; bank1:0x9182 [1/3] (+4 more called by the cluster's functions),
main-ec-130,main-ec,2,11,0x03A4 0x03BB,0x03A4-0x03BB,2,bank1:0xCC95=set_0397_from_0342_by_0514_band [logic],bank1:0x885B [2/2]; bank1:0x8863 [1/2]; bank1:0xCBF3 [1/2] (+10 more called by the cluster's functions),
main-ec-131,main-ec,2,10,0x079A 0x079D,0x079A-0x079D,2,bank0:0xADA3=write_0a47_from_r7 [writer]; bank0:0xADAE=dispatch_on_0a47 [dispatch],bank0:0xAE87 [2/2]; bank0:0xAEC0 [2/2]; bank0:0xAFF2 [2/2] (+14 more called by the cluster's functions),
main-ec-132,main-ec,2,9,0x0563 0x0564,0x0563-0x0564,2,bank1:0xB6DE=FUN_CODE_b6de; bank1:0xDE3C=FUN_CODE_de3c,bank1:0xB6DE [1/2]; bank1:0xDE9E [1/2]; bank1:0xDEC4 [1/2] (+2 more called by the cluster's functions),
main-ec-133,main-ec,2,8,0x0858 0x0859,0x0858-0x0859,1,bank0:0xA2E0=step_0859_then_toggle_0858_bit0 [state],bank0:0x9041 [1/1]; bank0:0xC224 [1/1],
main-ec-134,main-ec,2,7,0x00DC 0x00DD,0x00DC-0x00DD,1,bank0:0xD320=tick_dd_da_dc [state],bank0:0xD358 [1/1]; bank0:0xD567 [1/1]; bank0:0xD6D4 [1/1],
main-ec-135,main-ec,2,7,0x0464 0x0465,0x0464-0x0465,3,bank0:0x8749=mode_tick_084c_07a5_09ee [state]; bank0:0xBD5D=be16_0464_0465_minus_100 [math]; bank0:0xDFDF=gate_06e6_then_store_0464 [math],bank0:0x8931 [1/3]; bank0:0x8B14 [1/3]; bank0:0xBDE6 [1/3] (+32 more called by the cluster's functions),
main-ec-136,main-ec,2,7,0x06E3 0x06E4,0x06E3-0x06E4,2,bank1:0x9081=count_down_06e4_and_toggle_06e3 [state],bank0:0xC07E [1/2]; bank0:0xC06E [1/2]; bank0:0xC066 [1/2] (+11 more called by the cluster's functions),
main-ec-137,main-ec,2,7,0x088B 0x08BA,0x088B-0x08BA,4,bank0:0x99ED=copy_08c7_08c8_08c9_into_087x [copy]; bank0:0x9A00=copy_dptr_to_088b_and_08bb_to_08ba [copy],bank0:0x94D0 [1/4]; bank0:0xBC7B [1/4]; bank0:0xBC7E [1/4] (+7 more called by the cluster's functions),
main-ec-138,main-ec,2,7,0x1621 0x1622,0x1621-0x1622,4,bank0:0xF116=store_40_to_1621_1622 [writer]; bank0:0xF118=store_a_to_1621_1622 [writer]; bank1:0x9E72=set_1621_1622_4_and_68c_86 [writer],,
main-ec-139,main-ec,2,6,0x0023 0x0024,0x0023-0x0024,4,common:0x28C1=FUN_CODE_28c1; common:0x28D1=FUN_CODE_28d1,common:0x1059 [1/4]; common:0x2A38 [1/4]; common:0x2A42 [1/4] (+1 more called by the cluster's functions),
main-ec-140,main-ec,2,6,0x0503 0x0505,0x0503-0x0505,2,bank1:0xAD7D=forwarder_to_af06 [forwarder]; bank1:0xAF06=gate_0490_04ff_0505_then_call_b0d1 [logic],bank1:0xAF32 [2/2]; bank1:0x8886 [2/2]; bank1:0xB0D1 [2/2] (+1 more called by the cluster's functions),
main-ec-141,main-ec,2,6,0x076F 0x0857,0x076F-0x0857,4,bank0:0xA71A=clear_0857_and_076f [writer],bank0:0xB9C6 [1/4]; bank0:0xBD46 [1/4]; bank0:0xA172 [1/4] (+13 more called by the cluster's functions),
main-ec-142,main-ec,2,6,0x0855 0x0856,0x0855-0x0856,3,bank0:0xBB11=mod_100_of_be16_0855 [math]; bank0:0xBB6A=fill_0852_0854_with_ff [writer]; bank0:0xBB78=zero_0855_0856 [writer],bank0:0x708F [1/3],
main-ec-143,main-ec,2,6,0x1107 0x114D,0x1107-0x114D,2,common:0x05FA=FUN_CODE_05fa,,
main-ec-144,main-ec,2,5,0x0830 0x0831,0x0830-0x0831,2,bank1:0xA7F7=flag_0832_bit5_send_12_3b_8c [state]; bank1:0xAAF9=write_0830_0831_and_0832_bit5 [state],bank1:0x859B [1/2]; bank1:0x19D2 [1/2]; bank1:0xA835 [1/2],
main-ec-145,main-ec,2,5,0x083C 0x083D,0x083C-0x083D,2,bank1:0xA816=flag_0832_bit6_send_12_12_8c [state]; bank1:0xAAB9=write_083c_083d_and_0832_bit6 [state],bank1:0x859B [1/2]; bank1:0x19D2 [1/2]; bank1:0xA835 [1/2],
main-ec-146,main-ec,2,5,0x0A10 0x0A11,0x0A10-0x0A11,1,common:0x3770=FUN_CODE_3770,common:0x365D [1/1]; common:0x3679 [1/1],
main-ec-147,main-ec,2,5,0x0A3E 0x0A3F,0x0A3E-0x0A3F,3,bank0:0xF161=store_a_to_1603_then_clear_0a3e_0a3f [writer]; bank0:0xF165=clear_0a3e_0a3f [writer],,
main-ec-148,main-ec,2,5,0x0EA8 0x0EB8,0x0EA8-0x0EB8,1,bank0:0xF221=gate_on_0x12_update_0xeb8 [gate],,
main-ec-149,main-ec,2,4,0x08A5 0x08A6,0x08A5-0x08A6,2,bank0:0xA97B=dispatch_on_06e6_and_0741 [dispatch]; bank0:0xBCA9=clear_08a5_and_08a6 [writer],common:0x70E4 [1/2]; bank0:0xBCA9 [1/2]; bank0:0xA747 [1/2] (+1 more called by the cluster's functions),
main-ec-150,main-ec,2,4,0x08A9 0x08AA,0x08A9-0x08AA,2,bank0:0xBC85=clear_08a9_and_08aa [writer]; bank0:0xBD46=be16_08a9_08aa_minus_0321 [math],,
main-ec-151,main-ec,2,4,0x0978 0x0979,0x0978-0x0979,2,bank1:0xC54C=setup_and_poll_1c00_block_with_arg_48 [state]; bank1:0xE2A0=setup_0975_0976_0978_0979_call_c54c [writer],bank1:0xC541 [1/2]; bank1:0xC54C [1/2],
main-ec-152,main-ec,2,4,0x1151 0x3290,0x1151-0x3290,1,common:0x063C=FUN_CODE_063c,common:0x05EF [1/1]; common:0x05F2 [1/1]; common:0x05FA [1/1] (+1 more called by the cluster's functions),
main-ec-153,main-ec,2,4,0x1820 0x1821,0x1820-0x1821,2,bank0:0xE010=load_06e6 [reader]; bank0:0xE014=branch_on_06e6_eq_1 [logic],bank0:0xDFA0 [2/2],
main-ec-154,main-ec,2,4,0x3240 0x3241,0x3240-0x3241,1,common:0x0BC8=FUN_CODE_0bc8,,
main-ec-155,main-ec,2,3,0x009D 0x009E,0x009D-0x009E,2,bank0:0x53AF=stage_009b_block_branch_dispatch [dispatch],common:0x05E8 [2/2]; common:0x05EF [2/2]; common:0x1636 [2/2] (+4 more called by the cluster's functions),
main-ec-156,main-ec,2,3,0x0A01 0x0A02,0x0A01-0x0A02,1,common:0x2DF4=FUN_CODE_2df4,common:0x2DE3 [1/1]; common:0x3B20 [1/1]; common:0x3B3C [1/1] (+5 more called by the cluster's functions),
main-ec-157,main-ec,2,3,0x0D04 0x0D05,0x0D04-0x0D05,1,bank0:0xE149=load_dptr_from_0d04_0d05 [reader],,
main-ec-158,main-ec,2,3,0x161B 0x161C,0x161B-0x161C,2,bank1:0x9A1B=set_161b_161c_4_and_0681_86 [writer],,
main-ec-159,main-ec,2,3,0x1E03 0x1E06,0x1E03-0x1E06,1,common:0x0FE6=FUN_CODE_0fe6,common:0x05E8 [1/1],
main-ec-160,main-ec,2,2,0x008D 0x008E,0x008D-0x008E,1,common:0x2AAC=FUN_CODE_2aac,common:0x27AB [1/1],
main-ec-161,main-ec,2,2,0x03F6 0x03F7,0x03F6-0x03F7,1,bank1:0xCE2D=store_slot_for_index_0_and_7 [writer],bank1:0xCDDA [1/1]; bank1:0xE57E [1/1]; bank1:0x8886 [1/1] (+3 more called by the cluster's functions),
main-ec-162,main-ec,2,2,0x03F8 0x03F9,0x03F8-0x03F9,1,bank1:0xCF6D=store_slot_for_index_6 [writer],bank1:0xCDDA [1/1]; bank1:0xE57E [1/1]; bank1:0x8886 [1/1] (+3 more called by the cluster's functions),
main-ec-163,main-ec,2,2,0x0451 0x2000,0x0451-0x2000,1,bank1:0x881B=copy_2000_2002_to_0450_0452 [copy],,0x0451
main-ec-164,main-ec,2,2,0x0519 0x051B,0x0519-0x051B,1,bank1:0xB2A0=cmp_0404_vs_0518_then_store_0436 [logic],bank1:0x8863 [1/1]; bank1:0x8886 [1/1]; bank1:0x8892 [1/1] (+2 more called by the cluster's functions),
main-ec-165,main-ec,2,2,0x079B 0x079C,0x079B-0x079C,1,bank0:0xAFCE=copy_0a4b_0a4c_to_079b_079c [copy],bank0:0x445E [1/1],
main-ec-166,main-ec,2,2,0x0A35 0x0A36,0x0A35-0x0A36,1,bank0:0xDE56=read_code_byte_at_ptr_0a35_0a36 [reader],,
main-ec-167,main-ec,2,2,0x0E07 0x0E08,0x0E07-0x0E08,1,bank0:0xF4B3=FUN_CODE_f4b3,,
main-ec-168,main-ec,2,2,0x1302 0x2007,0x1302-0x2007,1,bank0:0x3AD6=write_10_2007_clear_1302_set_1300 [writer],,
main-ec-169,main-ec,2,2,0x1615 0x1807,0x1615-0x1807,1,bank0:0xC030=set_1615_40_and_clear_1807 [writer],,
main-ec-170,main-ec,2,2,0x1649 0x164A,0x1649-0x164A,1,bank0:0xB053=clear_16f1_bit5_then_store_0x80_pair [writer],,
main-ec-171,main-ec,2,2,0x181E 0x181F,0x181E-0x181F,1,bank0:0xDFDF=gate_06e6_then_store_0464 [math],bank0:0xDFA0 [1/1],
main-ec-172,main-ec,2,2,0x2270 0x2271,0x2270-0x2271,1,bank0:0xE570=probe_c0_c1_expect_88_51_or_53 [gate],bank0:0xE5B1 [1/1]; bank0:0xF159 [1/1],
main-ec-173,main-ec,2,2,0x31A1 0x31A2,0x31A1-0x31A2,1,common:0x0F58=FUN_CODE_0f58,common:0x0E84 [1/1]; common:0x0F4A [1/1]; common:0x0FA6 [1/1] (+2 more called by the cluster's functions),
main-ec-174,main-ec,1,181,0x0440,0x0440,91,,bank1:0x1984 [41/91]; bank1:0x198A [40/91]; bank1:0x88F0 [20/91] (+130 more called by the cluster's functions),0x0440
main-ec-175,main-ec,1,129,0x0490,0x0490,74,,bank1:0x888C [20/74]; bank1:0x8886 [19/74]; bank1:0x8863 [15/74] (+239 more called by the cluster's functions),
main-ec-176,main-ec,1,129,0x0A47,0x0A47,45,,common:0x2E9C [8/45]; bank0:0xB93D [6/45]; common:0x0A39 [6/45] (+156 more called by the cluster's functions),
main-ec-177,main-ec,1,113,0x0497,0x0497,53,,bank1:0x8886 [29/53]; bank1:0x8863 [24/53]; bank1:0x8892 [23/53] (+123 more called by the cluster's functions),
main-ec-178,main-ec,1,96,0x0A4B,0x0A4B,35,,bank0:0x445E [10/35]; common:0x70E4 [6/35]; common:0x7151 [5/35] (+137 more called by the cluster's functions),
main-ec-179,main-ec,1,95,0x0A49,0x0A49,33,,bank0:0xB93D [6/33]; bank0:0xB987 [6/33]; bank0:0xBC8D [5/33] (+82 more called by the cluster's functions),
main-ec-180,main-ec,1,82,0x0A4A,0x0A4A,32,,bank0:0xB93D [4/32]; bank0:0xB987 [4/32]; common:0x707D [4/32] (+112 more called by the cluster's functions),
main-ec-181,main-ec,1,73,0x0A4C,0x0A4C,25,,common:0x70E4 [6/25]; bank0:0xB958 [4/25]; common:0x1AC2 [4/25] (+129 more called by the cluster's functions),
main-ec-182,main-ec,1,72,0x06E6,0x06E6,50,,bank1:0x1984 [10/50]; bank1:0x19A8 [9/50]; bank1:0x88F0 [8/50] (+175 more called by the cluster's functions),
main-ec-183,main-ec,1,72,0x0A48,0x0A48,35,,bank0:0xB93D [6/35]; common:0x0A39 [6/35]; common:0x2E9C [6/35] (+102 more called by the cluster's functions),
main-ec-184,main-ec,1,69,0x0514,0x0514,29,,bank1:0xCBF3 [19/29]; bank1:0x8886 [16/29]; bank1:0x8892 [16/29] (+52 more called by the cluster's functions),
main-ec-185,main-ec,1,66,0x0491,0x0491,27,,bank1:0x8886 [12/27]; bank1:0x8892 [11/27]; bank1:0x888C [11/27] (+62 more called by the cluster's functions),
main-ec-186,main-ec,1,65,0x1304,0x1304,27,,common:0x0200 [5/27]; common:0x2B6C [4/27]; common:0x2BC1 [3/27] (+51 more called by the cluster's functions),
main-ec-187,main-ec,1,61,0x0832,0x0832,18,,bank1:0x8898 [8/18]; bank1:0x889E [7/18]; bank1:0x859B [4/18] (+35 more called by the cluster's functions),
main-ec-188,main-ec,1,57,0x0741,0x0741,30,,bank0:0xBB40 [7/30]; bank0:0xB987 [6/30]; bank0:0xA73F [6/30] (+148 more called by the cluster's functions),0x0741
main-ec-189,main-ec,1,54,0x0494,0x0494,24,,bank1:0x8886 [15/24]; bank1:0x8863 [14/24]; bank1:0x8892 [13/24] (+44 more called by the cluster's functions),
main-ec-190,main-ec,1,40,0x0367,0x0367,20,,bank1:0x8898 [13/20]; bank1:0x8886 [13/20]; bank1:0x888C [11/20] (+46 more called by the cluster's functions),
main-ec-191,main-ec,1,37,0x0983,0x0983,14,,bank0:0xB9C6 [4/14]; bank0:0xA1C8 [3/14]; bank0:0xBC8D [3/14] (+42 more called by the cluster's functions),
main-ec-192,main-ec,1,33,0x0476,0x0476,10,,bank1:0x1984 [4/10]; bank1:0x19A8 [4/10]; bank1:0x1A14 [3/10] (+38 more called by the cluster's functions),
main-ec-193,main-ec,1,30,0x0680,0x0680,22,,bank1:0xE2C3 [6/22]; bank1:0xDE9E [5/22]; bank1:0x8886 [4/22] (+37 more called by the cluster's functions),
main-ec-194,main-ec,1,30,0x06E7,0x06E7,12,,bank0:0xD038 [5/12]; bank0:0xD005 [4/12]; bank0:0xD029 [3/12] (+5 more called by the cluster's functions),
main-ec-195,main-ec,1,29,0x0A52,0x0A52,13,,bank0:0x9A0D [1/13]; bank0:0x95DD [1/13]; bank0:0xBEC8 [1/13] (+27 more called by the cluster's functions),
main-ec-196,main-ec,1,28,0x08E2,0x08E2,13,,bank0:0xB9D8 [2/13]; bank1:0x8863 [2/13]; bank1:0x8886 [2/13] (+31 more called by the cluster's functions),
main-ec-197,main-ec,1,26,0x06CD,0x06CD,10,,bank1:0x1984 [6/10]; bank1:0x198A [6/10]; bank1:0x896A [4/10],
